src_id,src_numeric_id,name_en,name_ar,domain,institution,category,source_type,source_class,sector_category,sub_sector_tag,geographic_coverage,time_coverage_start,time_coverage_end,access_method,access_method_norm,auth_required,data_format,update_frequency,update_frequency_norm,cadence,cadence_norm,cadence_lag_tolerance,tier,reliability_score,confidence_grade,license,partnership_required,partnership_action_email,routing_function,dashboard_modules_linked,integration_targets,embedded_indicators,data_fields,transformation_notes,granularity_caveats,fallback_plan,admin_alert_trigger_condition,ingestion_method,ingestion_owner_agent,multilingual_required,glossary_terms_required,evidence_pack_flag,yeto_usage,yeto_module,coverage,typical_lag_days,typical_lag_text,notes,tags,status,active,url,url_raw,origin,ai_coach_prompt,auth_required_raw,access_method_norm_raw,update_frequency_norm_raw,cadence_norm_raw,cadence_lag_tolerance_raw,url_raw_original,source_class_label
SRC-041,41,Tax Justice Network Financial Secrecy Index,,fsi.taxjustice.net,,Offshore finance,,DATA_NUMERIC,Offshore finance,,Global,2010,2026,WEB,WEB,No,Unknown,Biennial,IRREGULAR,IRREGULAR,IRREGULAR,,,C,C,Unknown/varies,False,partnerships@causewaygrp.com,,TBD,TBD,TBD,Varies,TBD,,Use alternates/proxies; log gap ticket,TBD,connector_web,Manus,0,0,0,TBD,TBD,Yemen,,Varies,Provides ranking of secrecy jurisdictions; Yemen may be included; used for context.,Offshore finance,ACTIVE,True,https://fsi.taxjustice.net,[FSI Data](https://fsi.taxjustice.net),extended,,Unknown,WEB,BIENNIAL,IRREGULAR,per-source,https://fsi.taxjustice.net,Documents/Analysis
SRC-022,22,World Health Organization Global Health Observatory,,ghoapi.azureedge.net,,Health prices & medical costs,,DATA_NUMERIC,Health prices & medical costs,,Global,2010,2026,API,API,No,Unknown,Annual,ANNUAL,ANNUAL,ANNUAL,240.0,,C,C,Unknown/varies,False,partnerships@causewaygrp.com,,TBD,TBD,TBD,Varies,TBD,,Use alternates/proxies; log gap ticket,TBD,connector_api,Manus,0,0,0,TBD,TBD,Yemen,,Varies,"Provides health expenditure per capita, out‑of‑pocket spending, and health system indicators.  Use as proxy for cost of health.",Health prices & medical costs,ACTIVE,True,https://ghoapi.azureedge.net,[WHO GHO API](https://ghoapi.azureedge.net),extended,,Unknown,API,ANNUAL,ANNUAL,240 days,https://ghoapi.azureedge.net,Documents/Analysis
SRC-119,119,GHSL Global Human Settlement Layer,,ghsl.jrc.ec.europa.eu,European Union,Urbanisation & built environment,,DATA_NUMERIC,Urbanisation & built environment,,Global,2010,2026,WEB,WEB,No,Unknown,"Periodic (1975, 1990, 2000, 2015)",IRREGULAR,IRREGULAR,IRREGULAR,,T1,C,C,Unknown/varies,False,partnerships@causewaygrp.com,,TBD,TBD,TBD,Varies,TBD,,Use alternates/proxies; log gap ticket,TBD,connector_web,Manus,0,0,0,TBD,TBD,Yemen,,Varies,Provides raster data on built‑up areas and population density; allows urban/rural comparisons.,Urbanisation & built environment,ACTIVE,True,https://ghsl.jrc.ec.europa.eu,[GHSL](https://ghsl.jrc.ec.europa.eu),extended,,Unknown,WEB,"PERIODIC (1975, 1990, 2000, 2015)",IRREGULAR,per-source,https://ghsl.jrc.ec.europa.eu,Documents/Analysis
SRC-0239,239,"Women, Peace & Security (WPS) Index",مؤشر المرأة والسلام والأمن (WPS),giwps.georgetown.edu,Georgetown GIWPS / PRIO,Social & Governance Indices,,DOC_PDF,Social & Governance Indices,Gender & Inclusion,Global→Yemen,2010,2026,Web,WEB,No,PDF/CSV,Ad-hoc,IRREGULAR,Biennial,IRREGULAR,,,B+,B,Publisher terms,False,partnerships@causewaygrp.com,documents,Poverty & Human Development; Research Library,Poverty & Human Development; Research Library,Map to indicator dictionary during ingestion,Varies,Store raw snapshots; normalize; record provenance; QA checks (schema/range/outlier/dup/contradiction).,,"If unavailable, use alternate official/UN sources or proxy series with lower confidence; log gap ticket.","Ingestion failure, schema change, or contradiction spike => create admin alert and gap ticket.",Web ingest,DataOps,1,0,0,TBD,TBD,Global→Yemen,730.0,Varies by series; see source docs,"Gender inclusion benchmark; supports inclusive recovery narratives and gender indicators context.
Use as contextual benchmark; pair with UN Women/UNFPA reports for Yemen-specific depth.","Gender, Inclusion, Human Development",ACTIVE,True,https://giwps.georgetown.edu/the-index/,https://giwps.georgetown.edu/the-index/,,,No (public),WEB,IRREGULAR,BIENNIAL,per-source,https://giwps.georgetown.edu/the-index/,Documents/Analysis
SRC-123,123,World Bank Global Solar Atlas,,globalsolaratlas.info,World Bank,Renewable energy potential,,DATA_NUMERIC,Renewable energy potential,,Global,2010,2026,WEB,WEB,No,Unknown,Static (periodic updates),IRREGULAR,IRREGULAR,IRREGULAR,,T1,C,C,Unknown/varies,False,partnerships@causewaygrp.com,,TBD,TBD,TBD,Varies,TBD,,Use alternates/proxies; log gap ticket,TBD,connector_web,Manus,0,0,0,TBD,TBD,Yemen,,Varies,Provides solar irradiation data; used for renewable energy investment planning; open data.,Renewable energy potential,ACTIVE,True,https://globalsolaratlas.info,[Global Solar Atlas](https://globalsolaratlas.info),extended,,Unknown,WEB,STATIC (PERIODIC UPDATES),IRREGULAR,per-source,https://globalsolaratlas.info,Documents/Analysis
SRC-011,11,UN Human Development Reports,,hdr.undp.org,,HDI and multi-dimensional indices,,DATA_NUMERIC,HDI and multi-dimensional indices,,Global,2010,2026,WEB,WEB,No,Unknown,Annual,ANNUAL,ANNUAL,ANNUAL,240.0,T1,C,C,Unknown/varies,False,partnerships@causewaygrp.com,,TBD,TBD,TBD,Varies,TBD,,Use alternates/proxies; log gap ticket,TBD,connector_web,Manus,0,0,0,TBD,TBD,Yemen,,Varies,"Includes HDI, GII, and Multidimensional Poverty Index (MPI) for Yemen.  Ingest for context.",HDI and multi-dimensional indices,ACTIVE,True,https://hdr.undp.org/data,[HDR Data](https://hdr.undp.org/data),extended,,Unknown,WEB,ANNUAL,ANNUAL,240 days,https://hdr.undp.org/data,Documents/Analysis
SRC-048,48,ICCIA (Islamic Chamber of Commerce & Industry),,iccia.com,,Private sector trade,,DATA_NUMERIC,Private sector trade,,Regional,2010,2026,WEB,WEB,No,Unknown,Annual,ANNUAL,ANNUAL,ANNUAL,240.0,,C,C,Unknown/varies,False,partnerships@causewaygrp.com,,TBD,TBD,TBD,Varies,TBD,,Use alternates/proxies; log gap ticket,TBD,connector_web,Manus,0,0,0,TBD,TBD,Yemen,,Varies,Reports on intra‑OIC trade; may include Yemen’s trade ties with Islamic countries.,Private sector trade,ACTIVE,True,https://iccia.com,[ICCIA reports](https://iccia.com),extended,,Unknown,WEB,ANNUAL,ANNUAL,240 days,https://iccia.com,Documents/Analysis
SRC-0229,229,RePEc / IDEAS (Economics Working Papers & Articles),ريبيك/آيدياز (أوراق عمل ومقالات اقتصادية),ideas.repec.org,RePEc / IDEAS,Think Tanks & Academia,,DATA_NUMERIC,Think Tanks & Academia,Economics Working Papers,Global,2010,2026,Web/RSS,RSS,No,HTML/RSS,Ad-hoc,IRREGULAR,Daily,DAILY,,,A-,A,Publisher terms (metadata is open),False,partnerships@causewaygrp.com,documents,Research Library; Trade & Commerce; Transparency & Accountability,Research Library; Trade & Commerce; Transparency & Accountability,Map to indicator dictionary during ingestion,Varies,Store raw snapshots; normalize; record provenance; QA checks (schema/range/outlier/dup/contradiction).,,"If unavailable, use alternate official/UN sources or proxy series with lower confidence; log gap ticket.","Ingestion failure, schema change, or contradiction spike => create admin alert and gap ticket.",RSS feed,DataOps,1,0,0,TBD,TBD,Global,1.0,Varies by series; see source docs,"Identify Yemen-related working papers and preprints (IMF/WB/academia). Feed scenario modeling assumptions and evidence citations.
Configure periodic keyword/country queries; store links + metadata; fetch PDFs when license permits.","Macro, Finance, Trade, Development, Governance",ACTIVE,True,https://ideas.repec.org,https://ideas.repec.org,,,No (public),RSS+WEB,IRREGULAR,DAILY,per-source,https://ideas.repec.org,Documents/Analysis
SRC-0235,235,World Bank Worldwide Governance Indicators (WGI),مؤشرات الحوكمة العالمية (WGI),info.worldbank.org,World Bank,Social & Governance Indices,,DATA_NUMERIC,Social & Governance Indices,Governance,Global→Yemen,2010,2026,Web,WEB,No,Excel/CSV,Ad-hoc,IRREGULAR,Annual,ANNUAL,,,A-,A,World Bank terms,False,partnerships@causewaygrp.com,documents,Research Library; Transparency & Accountability,Research Library; Transparency & Accountability,Map to indicator dictionary during ingestion,Varies,Store raw snapshots; normalize; record provenance; QA checks (schema/range/outlier/dup/contradiction).,,"If unavailable, use alternate official/UN sources or proxy series with lower confidence; log gap ticket.","Ingestion failure, schema change, or contradiction spike => create admin alert and gap ticket.",Web ingest,DataOps,1,0,0,TBD,TBD,Global→Yemen,365.0,Varies by series; see source docs,"Benchmark governance dimensions (political stability, effectiveness, rule of law) to contextualize economic outcomes and risk.
Used for cross-country comparison; not a direct metric of Yemen’s GDP, but a governance context indicator.","Governance, Public Finance, Institutions",ACTIVE,True,https://info.worldbank.org/governance/wgi/,https://info.worldbank.org/governance/wgi/,,,No (public),WEB,IRREGULAR,ANNUAL,per-source,https://info.worldbank.org/governance/wgi/,Documents/Analysis
SRC-054,54,University of Maryland Integrated Public Use Microdata Series (IPUMS) – Energy Use,,international.ipums.org,,Energy use proxies,,DATA_NUMERIC,Energy use proxies,,Global,2010,2026,WEB,WEB,No,Unknown,Census waves (not recent),IRREGULAR,IRREGULAR,IRREGULAR,,,C,C,Unknown/varies,False,partnerships@causewaygrp.com,,TBD,TBD,TBD,Varies,TBD,,Use alternates/proxies; log gap ticket,TBD,connector_web,Manus,0,0,0,TBD,TBD,Yemen,,Varies,Provides microdata on household energy use from previous censuses; Yemen 2004 census microdata available; useful for baseline energy access.,Energy use proxies,ACTIVE,True,https://international.ipums.org,[IPUMS Microdata](https://international.ipums.org),extended,,Unknown,WEB,CENSUS WAVES (NOT RECENT),IRREGULAR,per-source,https://international.ipums.org,Documents/Analysis
SRC-201,201,Partnership – Yemen,,internationalbudget.,,,,DATA_NUMERIC,,,Yemen,2010,2026,WEB,WEB,No,Unknown,Ad-hoc,IRREGULAR,Ad-hoc,IRREGULAR,,,C,C,Unknown/varies,False,partnerships@causewaygrp.com,,TBD,TBD,TBD,Varies,TBD,,Use alternates/proxies; log gap ticket,TBD,connector_web,Manus,0,0,0,TBD,TBD,Yemen,,Varies,,,ACTIVE,True,https://internationalbudget.,https://internationalbudget.,inclusive_pdf,,Unknown,WEB,IRREGULAR,IRREGULAR,per-source,https://internationalbudget.,Documents/Analysis
SRC-040,40,International Budget Partnership – Yemen,,internationalbudget.org,,Civil society,,DATA_NUMERIC,Civil society,,Global,2010,2026,WEB,WEB,No,Unknown,Occasional,IRREGULAR,IRREGULAR,IRREGULAR,,,C,C,Unknown/varies,False,partnerships@causewaygrp.com,,TBD,TBD,TBD,Varies,TBD,,Use alternates/proxies; log gap ticket,TBD,connector_web,Manus,0,0,0,TBD,TBD,Yemen,,Varies,Reports on Yemen’s budget process and transparency; narrative.,Civil society,ACTIVE,True,https://internationalbudget.org,[IBP papers](https://internationalbudget.org),extended,,Unknown,WEB,OCCASIONAL,IRREGULAR,per-source,https://internationalbudget.org,Documents/Analysis
SRC-036,36,Open Budget Survey (International Budget Partnership),,internationalbudget.org,,Budget transparency,,DATA_NUMERIC,Budget transparency,,Global,2010,2026,WEB,WEB,No,Unknown,Biannual,ANNUAL,ANNUAL,ANNUAL,240.0,,C,C,Unknown/varies,False,partnerships@causewaygrp.com,,TBD,TBD,TBD,Varies,TBD,,Use alternates/proxies; log gap ticket,TBD,connector_web,Manus,0,0,0,TBD,TBD,Yemen,,Varies,"Scores budget transparency, participation and oversight; Yemen scored 0 in recent years.",Budget transparency,ACTIVE,True,https://internationalbudget.org/open-budget-survey/,[OBS Data](https://internationalbudget.org/open-budget-survey/),extended,,Unknown,WEB,ANNUAL,ANNUAL,240 days,https://internationalbudget.org/open-budget-survey/,Documents/Analysis
SRC-098,98,"Humanitarian Logistics Cluster (Speed Restriction, Road Condition Reports)",,logcluster.org,,Road access,,DATA_NUMERIC,Road access,,UN/NGO,2010,2026,WEB,WEB,No,Unknown,Continuous,IRREGULAR,IRREGULAR,IRREGULAR,,,C,C,Unknown/varies,False,partnerships@causewaygrp.com,,TBD,TBD,TBD,Varies,TBD,,Use alternates/proxies; log gap ticket,TBD,connector_web,Manus,0,0,0,TBD,TBD,Yemen,,Varies,"Updates on road closures, damaged bridges, and alternate routes; ingest into timeline and map overlays.",Road access,ACTIVE,True,https://logcluster.org/ops/yem10a,[Logistics Cluster Yemen](https://logcluster.org/ops/yem10a),extended,,Unknown,WEB,IRREGULAR,IRREGULAR,per-source,https://logcluster.org/ops/yem10a,Documents/Analysis
SRC-117,117,NASA MODIS Vegetation Indices (NDVI/EVI),,lpdaac.usgs.gov,,Vegetation & climate,,DATA_NUMERIC,Vegetation & climate,,Global,2010,2026,WEB,WEB,No,Unknown,16‑day composites,IRREGULAR,IRREGULAR,IRREGULAR,,,C,C,Unknown/varies,False,partnerships@causewaygrp.com,,TBD,TBD,TBD,Varies,TBD,,Use alternates/proxies; log gap ticket,TBD,connector_web,Manus,0,0,0,TBD,TBD,Yemen,,Varies,Provide NDVI/EVI values; used to track agricultural productivity and drought; aggregated to governorate level; open data.,Vegetation & climate,ACTIVE,True,https://lpdaac.usgs.gov,[MODIS API](https://lpdaac.usgs.gov),extended,,Unknown,WEB,16‑DAY COMPOSITES,IRREGULAR,per-source,https://lpdaac.usgs.gov,Documents/Analysis
SRC-046,46,World Bank Logistics Performance Index (LPI),,lpi.worldbank.org,World Bank,Trade facilitation,,DATA_NUMERIC,Trade facilitation,,Global,2010,2026,WEB,WEB,No,Unknown,Biennial,IRREGULAR,IRREGULAR,IRREGULAR,,T1,C,C,Unknown/varies,False,partnerships@causewaygrp.com,,TBD,TBD,TBD,Varies,TBD,,Use alternates/proxies; log gap ticket,TBD,connector_web,Manus,0,0,0,TBD,TBD,Yemen,,Varies,Ranking of countries’ logistics performance; Yemen historically scored low; use as context.,Trade facilitation,ACTIVE,True,https://lpi.worldbank.org/,[LPI Data](https://lpi.worldbank.org/),extended,,Unknown,WEB,BIENNIAL,IRREGULAR,per-source,https://lpi.worldbank.org/,Documents/Analysis
SRC-085,85,The World Bank High Frequency Phone Surveys (Yemen),,microdata.worldbank.org,World Bank,Social & economic impact,,DATA_NUMERIC,Social & economic impact,,Global,2010,2026,WEB,WEB,No,Unknown,Occasional (2020–2022),IRREGULAR,IRREGULAR,IRREGULAR,,T1,C,C,Unknown/varies,False,partnerships@causewaygrp.com,,TBD,TBD,TBD,Varies,TBD,,Use alternates/proxies; log gap ticket,TBD,connector_web,Manus,0,0,0,TBD,TBD,Yemen,,Varies,"Conducted to measure COVID‑19 impact on households; includes employment, income, food security; microdata available upon request.",Social & economic impact,ACTIVE,True,https://microdata.worldbank.org,[COVID‑19 HFPS](https://microdata.worldbank.org),extended,,Unknown,WEB,OCCASIONAL (2020–2022),IRREGULAR,per-source,https://microdata.worldbank.org,Documents/Analysis
SRC-021,21,UNICEF Multiple Indicator Cluster Surveys (MICS) – Yemen,,mics.unicef.org,,Nutrition & household expenditure,,DATA_NUMERIC,Nutrition & household expenditure,,Global,2010,2026,WEB,WEB,No,Unknown,Occasional (latest pre‑conflict),IRREGULAR,IRREGULAR,IRREGULAR,,T1,C,C,Unknown/varies,False,partnerships@causewaygrp.com,,TBD,TBD,TBD,Varies,TBD,,Use alternates/proxies; log gap ticket,TBD,connector_web,Manus,0,0,0,TBD,TBD,Yemen,,Varies,"Household surveys capturing nutrition, child health, and some expenditure data.  Yemen’s last MICS in 2006; still useful for baseline.",Nutrition & household expenditure,ACTIVE,True,https://mics.unicef.org,[MICS Data](https://mics.unicef.org),extended,,Unknown,WEB,OCCASIONAL (LATEST PRE‑CONFLICT),IRREGULAR,per-source,https://mics.unicef.org,Documents/Analysis
SRC-0253,253,UNDP Open Aid / Transparency Portal,بوابة شفافية UNDP / البيانات المفتوحة,open.undp.org,UNDP,Donors & Humanitarian,,DATA_NUMERIC,Donors & Humanitarian,UN Implementer Transparency,Global→Yemen,2010,2026,Web/API,API,,JSON,Ad-hoc,IRREGULAR,Continuous,IRREGULAR,,,A-,A,UNDP terms,False,partnerships@causewaygrp.com,projects,Aid Flows & Accountability; Projects Map; Research Library,Aid Flows & Accountability; Projects Map; Research Library,Map to indicator dictionary during ingestion,Varies,Store raw snapshots; normalize; record provenance; QA checks (schema/range/outlier/dup/contradiction).,,"If unavailable, use alternate official/UN sources or proxy series with lower confidence; log gap ticket.","Ingestion failure, schema change, or contradiction spike => create admin alert and gap ticket.",API connector,DataOps,1,0,0,TBD,TBD,Global→Yemen,1.0,Varies by series; see source docs,"Project-level transparency for UNDP portfolios; integrates into project registry and donor/implementer profiles.
Use as implementer-side confirmation of project status and outputs.","Aid Flows, Projects, Development",ACTIVE,True,https://open.undp.org,https://open.undp.org,,,Varies,API+WEB,IRREGULAR,IRREGULAR,per-source,https://open.undp.org,Primary/Secondary
SRC-0284,284,Sweden Openaid (Sida) – Yemen filter,Openaid السويد (Sida) - اليمن,openaid.se,Sida/Openaid,Donors & Humanitarian,,DOC_PDF,Donors & Humanitarian,Donor/Implementer Portals,Yemen (portfolio),2010,2026,Web,WEB,No,HTML/PDF,Ad-hoc,IRREGULAR,Ad-hoc/Continuous,IRREGULAR,,,B+,B,Publisher terms,False,partnerships@causewaygrp.com,projects,Aid Flows & Accountability; Projects Map; Research Library,Aid Flows & Accountability; Projects Map; Research Library,Map to indicator dictionary during ingestion,Varies,Store raw snapshots; normalize; record provenance; QA checks (schema/range/outlier/dup/contradiction).,,"If unavailable, use alternate official/UN sources or proxy series with lower confidence; log gap ticket.","Ingestion failure, schema change, or contradiction spike => create admin alert and gap ticket.",Web ingest,DataOps,1,0,0,TBD,TBD,Yemen (portfolio),1.0,Varies by series; see source docs,"Capture donor/implementer portfolios, press releases, and project details that may be missing from IATI/FTS.
Treat as official donor narrative; cross-check financial figures with IATI/FTS/OECD CRS when possible.","Aid Flows, Projects, Reconstruction",ACTIVE,True,https://openaid.se,https://openaid.se,,,No (public),WEB,IRREGULAR,IRREGULAR,per-source,https://openaid.se,Primary/Secondary
SRC-0226,226,OpenAlex (Scholarly Works & Institutions Metadata),أوبن أليكس (بيانات الأبحاث والمؤسسات),openalex.org,OpenAlex,Technology & Discovery,,DATA_NUMERIC,Technology & Discovery,Academic Metadata,Global,2010,2026,API,API,,JSON,Ad-hoc,IRREGULAR,Daily,DAILY,,,A,A,CC BY 4.0,False,partnerships@causewaygrp.com,structured_data,Research Library,Research Library,Map to indicator dictionary during ingestion,Varies,Store raw snapshots; normalize; record provenance; QA checks (schema/range/outlier/dup/contradiction).,,"If unavailable, use alternate official/UN sources or proxy series with lower confidence; log gap ticket.","Ingestion failure, schema change, or contradiction spike => create admin alert and gap ticket.",API connector,DataOps,1,0,0,TBD,TBD,Global,1.0,Varies by series; see source docs,"Discover new peer-reviewed papers, working papers, and institutional outputs related to Yemen economy (2010–present). Seed and continuously refresh Research Library and Evidence Engine.
Use OpenAlex queries by concepts (Yemen, conflict, macro, inflation, aid), affiliations, and keywords in EN/AR. Store metadata only; fetch full text from publisher links where allowed.",All (Research Discovery),ACTIVE,True,https://openalex.org,https://openalex.org,,,Varies,API,IRREGULAR,DAILY,per-source,https://openalex.org,Primary/Secondary
SRC-0260,260,OpenCorporates (Secondary corporate registry cross-check),OpenCorporates (تحقق ثانوي من سجل الشركات),opencorporates.com,OpenCorporates,Corporate & Private Sector,,REGISTRY,Corporate & Private Sector,Company Registry (Secondary),Global (Yemen where available),2010,2026,Web/API,API,,JSON/HTML,Ad-hoc,IRREGULAR,Continuous,IRREGULAR,,,B,B,OpenCorporates terms,False,partnerships@causewaygrp.com,entity_registry,Research Library,Research Library,Map to indicator dictionary during ingestion,Varies,Store raw snapshots; normalize; record provenance; QA checks (schema/range/outlier/dup/contradiction).,,"If unavailable, use alternate official/UN sources or proxy series with lower confidence; log gap ticket.","Ingestion failure, schema change, or contradiction spike => create admin alert and gap ticket.",API connector,DataOps,1,0,0,TBD,TBD,Global (Yemen where available),1.0,Varies by series; see source docs,"Secondary cross-check for entity existence, aliases, and linked officers where available; supports entity resolution.
Not a replacement for official Yemen registries; label clearly as secondary/aggregated.","Corporate Registry, Entities",ACTIVE,True,https://opencorporates.com,https://opencorporates.com,,,Varies,API+WEB,IRREGULAR,IRREGULAR,per-source,https://opencorporates.com,Primary/Secondary
SRC-012,12,World Bank Doing Business (archived),,openknowledge.worldbank.org,World Bank,Business environment,,DATA_NUMERIC,Business environment,,Global,2010,2026,WEB,WEB,No,Unknown,Annual (discontinued 2021),ANNUAL,ANNUAL,ANNUAL,240.0,T1,C,C,Unknown/varies,False,partnerships@causewaygrp.com,,TBD,TBD,TBD,Varies,TBD,,Use alternates/proxies; log gap ticket,TBD,connector_web,Manus,0,0,0,TBD,TBD,Yemen,,Varies,"Ease-of-doing-business rankings, cost of starting a business, etc.  Useful for private sector context.",Business environment,ACTIVE,True,https://openknowledge.worldbank.org/handle/10986/34744,[WB Doing Business data](https://openknowledge.worldbank.org/handle/10986/34744),extended,,Unknown,WEB,ANNUAL,ANNUAL,240 days,https://openknowledge.worldbank.org/handle/10986/34744,Documents/Analysis
SRC-073,73,World Food Programme Project Pipeline (WFP OPS),,ops.wfp.org,WFP,Food aid,,DATA_NUMERIC,Food aid,,Global,2010,2026,WEB,WEB,No,Unknown,Continuous,IRREGULAR,IRREGULAR,IRREGULAR,,T1,C,C,Unknown/varies,False,partnerships@causewaygrp.com,,TBD,TBD,TBD,Varies,TBD,,Use alternates/proxies; log gap ticket,TBD,connector_web,Manus,0,0,0,TBD,TBD,Yemen,,Varies,"Detailed dataset of WFP’s operations, budgets, beneficiaries, and outputs; API available; cross‑link with Aid Tracker.",Food aid,ACTIVE,True,https://ops.wfp.org,[WFP OPS Portal](https://ops.wfp.org),extended,,Unknown,WEB,IRREGULAR,IRREGULAR,per-source,https://ops.wfp.org,Documents/Analysis
SRC-0268,268,OWASP Top 10 & ASVS (Web Application Security),OWASP (أفضل 10 وASVS) لأمن تطبيقات الويب,owasp.org,OWASP Foundation,Platform Standards (UX/Security/Compliance),,DATA_NUMERIC,Platform Standards (UX/Security/Compliance),Security,Global,2010,2026,Web,WEB,No,HTML,Ad-hoc,IRREGULAR,Ad-hoc,IRREGULAR,,,A-,A,Open,False,partnerships@causewaygrp.com,methodology_reference,Research Library,Research Library,Map to indicator dictionary during ingestion,Varies,Store raw snapshots; normalize; record provenance; QA checks (schema/range/outlier/dup/contradiction).,,"If unavailable, use alternate official/UN sources or proxy series with lower confidence; log gap ticket.","Ingestion failure, schema change, or contradiction spike => create admin alert and gap ticket.",Web ingest,DataOps,1,0,0,TBD,TBD,Global,,Varies by series; see source docs,"Security checklist for YETO platform (admin panels, APIs, subscriptions, user data).
Integrate into platform QA gates and audit logs; document on Transparency page (security posture without sensitive details).","Security, Compliance",ACTIVE,True,https://owasp.org/www-project-top-ten/,https://owasp.org/www-project-top-ten/,,,No (public),WEB,IRREGULAR,IRREGULAR,per-source,https://owasp.org/www-project-top-ten/,Standard/Methodology
SRC-0240,240,World Bank Poverty and Inequality Platform (PIP),منصة الفقر وعدم المساواة (PIP),pip.worldbank.org,World Bank,Global Development & Finance,,DATA_NUMERIC,Global Development & Finance,Poverty & Inequality,Global→Yemen,2010,2026,Web/API,API,,CSV/JSON,Ad-hoc,IRREGULAR,Annual/Ad-hoc,ANNUAL,,,A,A,World Bank terms,False,partnerships@causewaygrp.com,structured_data,Poverty & Human Development; Research Library,Poverty & Human Development; Research Library,Map to indicator dictionary during ingestion,Varies,Store raw snapshots; normalize; record provenance; QA checks (schema/range/outlier/dup/contradiction).,,"If unavailable, use alternate official/UN sources or proxy series with lower confidence; log gap ticket.","Ingestion failure, schema change, or contradiction spike => create admin alert and gap ticket.",API connector,DataOps,1,0,0,TBD,TBD,Global→Yemen,365.0,Varies by series; see source docs,"Poverty headcounts/inequality estimates (where available), baselines for poverty dashboards and scenario modeling.
Use as the default poverty platform (successor to PovcalNet); maintain versioning when methodology updates.","Poverty, Human Development",ACTIVE,True,https://pip.worldbank.org,https://pip.worldbank.org,,,Varies,API+WEB,IRREGULAR,ANNUAL,per-source,https://pip.worldbank.org,Primary/Secondary
SRC-198,198,Prospects,,population.un.org,United Nations,,,DATA_NUMERIC,,,Yemen,2010,2026,WEB,WEB,No,Unknown,Ad-hoc,IRREGULAR,Ad-hoc,IRREGULAR,,T1,C,C,Unknown/varies,False,partnerships@causewaygrp.com,,TBD,TBD,TBD,Varies,TBD,,Use alternates/proxies; log gap ticket,TBD,connector_web,Manus,0,0,0,TBD,TBD,Yemen,,Varies,,,ACTIVE,True,https://population.un.org/datap,https://population.un.org/datap,inclusive_pdf,,Unknown,WEB,IRREGULAR,IRREGULAR,per-source,https://population.un.org/datap,Documents/Analysis
SRC-010,10,UN Population Division World Population Prospects,,population.un.org,United Nations,Demographics,,DATA_NUMERIC,Demographics,,Global,2010,2026,API,API,No,Unknown,Annual,ANNUAL,ANNUAL,ANNUAL,240.0,T1,C,C,Unknown/varies,False,partnerships@causewaygrp.com,,TBD,TBD,TBD,Varies,TBD,,Use alternates/proxies; log gap ticket,TBD,connector_api,Manus,0,0,0,TBD,TBD,Yemen,,Varies,"Standard demographic projections; includes fertility, mortality, migration.  Use for cross‑checking CSO and UNFPA projections.",Demographics,ACTIVE,True,https://population.un.org/dataportal/about/dataapi,[UN WPP API](https://population.un.org/dataportal/about/dataapi),extended,,Unknown,API,ANNUAL,ANNUAL,240 days,https://population.un.org/dataportal/about/dataapi,Documents/Analysis
SRC-084,84,Yemen Humanitarian Needs Overview (HNO),,reliefweb.int,ReliefWeb,Needs & severity,,DATA_NUMERIC,Needs & severity,,Global/UN,2010,2026,WEB,WEB,No,Unknown,Annual,ANNUAL,ANNUAL,ANNUAL,240.0,T1,C,C,Unknown/varies,False,partnerships@causewaygrp.com,,TBD,TBD,TBD,Varies,TBD,,Use alternates/proxies; log gap ticket,TBD,connector_web,Manus,0,0,0,TBD,TBD,Yemen,,Varies,Summarises people in need by sector and governorate; includes severity scores; narrative and some numeric tables; extract into data points.,Needs & severity,ACTIVE,True,https://reliefweb.int,[OCHA HNO](https://reliefweb.int),extended,,Unknown,WEB,ANNUAL,ANNUAL,240 days,https://reliefweb.int,Documents/Analysis
SRC-103,103,Sana’a Center for Strategic Studies,,sanaacenter.org,,Research & commentary,,DOC_NARRATIVE,Research & commentary,,National/International,2010,2026,WEB,WEB,No,Unknown,Continuous,IRREGULAR,IRREGULAR,IRREGULAR,,,C,C,Unknown/varies,False,partnerships@causewaygrp.com,,TBD,TBD,TBD,Varies,TBD,,Use alternates/proxies; log gap ticket,TBD,connector_web,Manus,0,0,0,TBD,TBD,Yemen,,Varies,"Produces policy papers, economic briefs and weekly updates; narrative; widely used by analysts.",Research & commentary,ACTIVE,True,https://sanaacenter.org,[Sana’a Center](https://sanaacenter.org),extended,,Unknown,WEB,IRREGULAR,IRREGULAR,per-source,https://sanaacenter.org,Documents/Analysis
SRC-033,33,Sana’a Center Budget/Banking Analysis Papers,,sanaacenter.org,,Banking & Public Finance,,DATA_NUMERIC,Banking & Public Finance,,NGO,2010,2026,WEB,WEB,No,Unknown,Irregular,IRREGULAR,IRREGULAR,IRREGULAR,,,C,C,Unknown/varies,False,partnerships@causewaygrp.com,,TBD,TBD,TBD,Varies,TBD,,Use alternates/proxies; log gap ticket,TBD,connector_web,Manus,0,0,0,TBD,TBD,Yemen,,Varies,"Analytical papers on the banking sector, bank splits, liquidity; ingest as documents.",Banking & Public Finance,ACTIVE,True,https://sanaacenter.org/publications,[Sana’a Center Publications](https://sanaacenter.org/publications),extended,,Unknown,WEB,IRREGULAR,IRREGULAR,per-source,https://sanaacenter.org/publications,Documents/Analysis
