src_id,src_numeric_id,name_en,name_ar,category,tier,institution,url,url_raw,access_method,update_frequency,cadence,license,reliability_score,geographic_coverage,coverage,typical_lag_days,typical_lag_text,auth,data_fields,ingestion_method,yeto_usage,yeto_module,granularity_caveats,notes,tags,origin,status,active
SRC-165,165,Yemen Data Project (airstrike database),,Conflict events,T2,Yemen Data Project,,Already included; emphasise monthly series,,Monthly,MONTHLY,,,NGO,,,,,,,,,,Provide counts of airstrikes and civilian casualties; high credibility.,Conflict events,extended,PENDING_REVIEW,True
SRC-166,166,"Yemen Telecom Companies Data (Yemen Mobile, Sabafon, MTN, Y-Telecom)",,Connectivity,UNKNOWN,,,Company websites & regulator statements,,Occasional,IRREGULAR,,,National,,,,,,,,,,"Provide information on subscriber numbers, network coverage, restoration of services; glean via press releases.",Connectivity,extended,PENDING_REVIEW,True
SRC-167,167,Power grid restoration announcements,,Energy infrastructure,UNKNOWN,,,Press releases (Ministry of Electricity),,Ad hoc,IRREGULAR,,,National,,,,,,,,,,"Provide updates on electricity supply, power plant repairs, load shedding; glean from local news; treat as narrative.",Energy infrastructure,extended,PENDING_REVIEW,True
SRC-168,168,Arab Businessmen Councils,,Cross‑border investment,T3,,,Reports (various),,Occasional,IRREGULAR,,,Regional,,,,,,,,,,Provide updates on cross‑border investments by Gulf and Yemeni expatriates; glean from media or business associations.,Cross‑border investment,extended,PENDING_REVIEW,True
SRC-169,169,Yemen Export Promotion Centre (if revived),,Export promotion,UNKNOWN,,,Official documents,,Unknown,IRREGULAR,,,National,,,,,,,,,,"Could provide data on non‑oil exports, SME exporters; currently inactive; placeholder.",Export promotion,extended,PENDING_REVIEW,True
SRC-170,170,International Crisis Group,,Research,UNKNOWN,,,Already included; emphasise conflict economy,,Occasional,IRREGULAR,,,NGO,,,,,,,,,,See above.,Research,extended,PENDING_REVIEW,True
SRC-171,171,Economic Intelligence Unit (EIU),,Country analysis,T3,,,Subscription,,Monthly,MONTHLY,,,Commercial,,,,,,,,,,"Reports on Yemen’s economy, politics, forecast; subscription required; store metadata only; *Needs Key*.",Country analysis,extended,NEEDS_KEY,True
SRC-172,172,World Bank Open Data – Indicators API,,Macroeconomic (incl. governance proxies),T1,World Bank,https://api.worldbank.org/v2/country/YEM/indicator/{indicator_code}?format=json,https://api.worldbank.org/v2/country/YEM/indicator/{indicator_code}?format=json (and SDMX API),"Direct API (open, no key required); JSON or XML responses",Monthly for many series (WDI quarterly/annually per indicator release); continuous as data published,MONTHLY,Open Data – CC BY 4.0; free to use with attribution,A,Global,"≈16,000 time-series indicators covering GDP, inflation (CPI), exchange rate, trade, poverty, population, governance indexes, etc.; Yemen data from 2010–present (earlier for historical context)",,Low to moderate – data appears soon after source release,,"Country, Indicator Code/Name, Year/Period, Value, metadata (source note, units)",API connector; paginate results; daily/weekly checks; retries on failure; Data Gap Ticket if unresolved,"Core macro database for dashboards (GDP, prices, finance); baseline for Scenario Simulator, FX Dashboard, Aid Tracker; glossary definitions; regional peer comparisons","Macro Trends, Governance, Scenario Simulator, Data Explorer API, Methodology",National-level aggregates; annual/quarterly/monthly series; no subnational data; gaps during conflict years or modelled estimates; alternative sources used when missing; gaps flagged as “Not available”,,"Macroeconomic (incl. governance proxies);Macro Trends, Governance, Scenario Simulator, Data Explorer API, Methodology",master,ACTIVE,True
SRC-173,173,"IMF Data (SDMX/IFS, Article IV)",,Macroeconomic & Financial,T1,International Monetary Fund,https://sdmx.imf.org/rest/data/,"https://sdmx.imf.org/rest/data/ (IFS, DOTS, GFS) and PDFs for Article IV reports",API for structured data (SDMX/XML/JSON – some datasets require registration); PDFs for Article IV and country reports,Quarterly for most IMF datasets (some monthly series); Article IV reports annually or biennially,MONTHLY,Open data (IMF open data initiative); attribution required; some datasets require registration,A–,Global,"Monetary and financial indicators: money supply, inflation, official exchange rates, banking aggregates, balance of payments, government finance, trade; 2010–present (historical data available); Article IV reports provide qualitative assessments and tables",,Moderate – quarterly data appear after a few months; Article IV reports several months after mission; gaps due to conflict,Some SDMX datasets require free account/API key; summary data accessible without auth,"Varies by dataset – e.g. country, indicator code, time period, value; Article IV PDFs contain tables and narrative","API connector for SDMX with frequency handling and versioning; Document ingestion for PDFs (extract tables, store metadata); retries and Data Gap Ticket on failure","Complement World Bank macro data (monetary & external sector); FX Dashboard (official rates, reserves), Public Finance module (fiscal projections), Scenario Simulator (baseline forecasts), Research Hub (Article IV commentary)","Macro Trends, Financial Sector, Public Finance, Scenario Simulator, Document Library, Glossary",National-level annual/quarterly data; no governorate detail; large gaps post‑2015; IMF staff estimates fill gaps (lower confidence); “Not available – see proxy” when not reported,,"Macroeconomic & Financial;Macro Trends, Financial Sector, Public Finance, Scenario Simulator, Document Library, Glossary",master,ACTIVE,True
SRC-174,174,UN Comtrade (Trade Statistics),,Trade & External,T1,UN Statistics Division,https://comtrade.un.org/api/get?max=50000&type=C&freq=A&px=HS&cc=ALL&r=887&pxTime=2010-2025,https://comtrade.un.org/api/get?max=50000&type=C&freq=A&px=HS&cc=ALL&r=887&pxTime=2010-2025,Direct API (JSON or CSV); free for moderate use; registration needed for heavy use; bulk downloads available,Monthly/annual – updated as countries report (mirror data for Yemen due to limited reporting),MONTHLY,Open for non-commercial use with attribution; rate limits apply,B+,Global,Merchandise trade by commodity (HS codes) and partner country; annual coverage 2010–present; some monthly trade data pre‑2015; mirror data used because Yemen rarely reports,,High – annual totals appear 6–12 months after year‑end; monthly data lags a few months,No API key for moderate use; heavy usage requires account,"Trade flow (import/export), year/month, reporter, partner, commodity code & description, value (USD), quantity, etc.",API connector retrieves annual trade data in batches (by year or chapter); store detailed series; fallback to UNCTADstat or offline CSV if API unavailable; retries and Data Gap Ticket when missing,"Feeds Trade Dashboard (import/export trends, top commodities, trade balance); Scenario Simulator (external sector shocks); Aid Tracker (aid vs trade context); Stakeholder Pages (trade ties)","Trade & Commerce, Macro Trends (trade % GDP), Regional Comparison",National totals by commodity/partner; no subnational data; gaps filled with mirror data; undercounts informal trade; missing data flagged; fallback offline if needed,,"Trade & External;Trade & Commerce, Macro Trends (trade % GDP), Regional Comparison",master,ACTIVE,True
SRC-175,175,ILOSTAT (Labor & Employment),,Socio-economic (Labor),T1,International Labour Organization,https://api.ilo.org/data/export/JSON?country=YEM,https://api.ilo.org/data/export/JSON?country=YEM (API),REST API (JSON/CSV) with API key; bulk downloads available,Annual; some modeled estimates more frequent,ANNUAL,Open data with attribution; API token required,B,Global,"Employment/unemployment rates, labor force participation, youth NEET, wages, etc.; data up to 2014; modelled updates for later years",,High – data often a couple years old,API token needed,"Indicator code, sex/age disaggregation, year, value, unit",API connector scheduled to fetch latest data; fallback to CSV; Data Gap Ticket if missing; modelled data flagged,"Feeds Social Indicators – unemployment trends, labor force size; informs Scenario Simulator and Stakeholder pages","Macro/Social Trends, Research Hub, Glossary","National, annual; no subnational labor data; post-2015 data are estimates with lower confidence; YETO notes discrepancies between sources",,"Socio-economic (Labor);Macro/Social Trends, Research Hub, Glossary",master,ACTIVE,True
SRC-176,176,UNOCHA Financial Tracking Service (FTS),,Humanitarian Aid Flows,T1,UN OCHA,https://api.hpc.tools/v2/public/fts/flow?countryISO=YEM,https://api.hpc.tools/v2/public/fts/flow?countryISO=YEM,"REST API (JSON) – no key needed; filter by country, year, appeal",Daily – continuous updates,DAILY,Open data; usage per OCHA terms; attribution required,A,Global,"All humanitarian funding to Yemen (donor, recipient, sector, plan, amount, status) from 2010–present; includes HRP vs outside-plan funding and totals",,Low – new contributions appear within days,,"Donor, recipient, plan, cluster/sector, amount (USD), funding status, dates, FTS ID; aggregates",API connector scheduled daily; aggregates data; links flows to HRP documents; retries and Data Gap Ticket on failure; manual CSV fallback,"Powers Aid Tracker – total funding, donor rankings, sector allocations, funding gaps; Stakeholder pages; scenario modeling; research grounding for AI","Aid Funding Dashboard, Donor Profiles, Cluster/Sector Pages, Crisis Timeline, AI Assistant",Country-level flows; subnational earmarking not well captured; double-counting possible; cross-checked with IATI; duplicates flagged,,"Humanitarian Aid Flows;Aid Funding Dashboard, Donor Profiles, Cluster/Sector Pages, Crisis Timeline, AI Assistant",master,ACTIVE,True
SRC-177,177,IATI (International Aid Transparency Initiative),,Development & Humanitarian Projects,UNKNOWN,IATI (multi-publisher),https://dev.iatistandard.org/datastore/activity/select?country_code=YE,https://dev.iatistandard.org/datastore/activity/select?country_code=YE,REST API and bulk CSV exports; no auth,Continuous – organizations publish updates on their schedule; datastore updates daily or weekly,DAILY,Open data (CC BY); publishers may have additional terms; attribution required,B,Global,"Development and humanitarian projects/activities: titles, descriptions, budgets, expenditures, locations, sectors, participating orgs; 2010–present",,Varies – depends on publisher (real-time to annual),,"Activity ID, reporting organization, title, description, start/end dates, sector codes, participating partners, financial transactions (commitments/disbursements), location info, outcomes",API/ETL hybrid – weekly ingestion via datastore API; uses filters and bulk downloads; data stored relationally; missing fields flagged; attempts to enrich from docs; gap tickets for under-reporting,Complements FTS – provides project-level detail; populates Aid Project Explorer and Stakeholder pages; used in Aid Tracker to show outputs and link to outcomes; research hub; scenario modeling,"Aid Projects Dashboard, Stakeholder Profiles, Geospatial Viewer, AI Assistant",Project-level; some geocodes; many entries only country-level; not all donors publish; under-coverage flagged; FTS or donor reports used to fill gaps,,"Development & Humanitarian Projects;Aid Projects Dashboard, Stakeholder Profiles, Geospatial Viewer, AI Assistant",master,ACTIVE,True
SRC-178,178,ReliefWeb API (Reports),,Humanitarian Information (Media/Reports),T1,UN OCHA – ReliefWeb,https://api.reliefweb.int/v1/reports?appname=YETO&query[value,https://api.reliefweb.int/v1/reports?appname=YETO&query[value]=Yemen,REST API – no key (app name parameter for usage tracking),Continuous – daily updates,DAILY,Open access to metadata; content may have separate copyrights; respect original source rights; do not republish full content without permission,A,Global (Yemen filter),"All humanitarian situation reports, press releases, analyses, maps, infographics related to Yemen; includes UN agency updates, NGO reports, crisis analyses; fully archived 2010–present",,Minimal – items appear as soon as published and indexed,,"Report title, publication date, source organization, country tags, themes, summary, URL to full report, full text or PDF link",API connector runs daily to fetch new reports; stores metadata and full text/excerpt; content indexed for search; tags captured; manual processing for large/scanned PDFs,"Populates Research Hub library; provides evidence and context; used by AI assistant for citations; feeds Timeline module; includes WFP bulletins, UN updates, ACAPS reports","Research Hub Library, Interactive Timeline, AI Chat, Glossary, Stakeholder Pages",Narrative info; some subnational details in text; PDF/scan may require OCR; flagged for manual processing if extraction fails,,"Humanitarian Information (Media/Reports);Research Hub Library, Interactive Timeline, AI Chat, Glossary, Stakeholder Pages",master,ACTIVE,True
SRC-179,179,Population & Displacement (UNHCR/IOM),,Humanitarian – Population/Movement,T1,UNHCR & IOM,https://api.unhcr.org/population/v1/,UNHCR: https://api.unhcr.org/population/v1/ ; IOM DTM reports via HDX,"UNHCR API (open, no auth) for refugee/IDP counts; IOM DTM datasets via reports/CSV (manual)",UNHCR annual; IOM DTM quarterly or as needed,QUARTERLY,Public/open data; use with attribution,B+,Global,"UNHCR: annual counts of refugees/IDPs by origin/asylum; IOM: number of IDPs, returnees, migrants by region; covers 2010–present; subnational details via IOM",,UNHCR annual (yearly); IOM quarterly,None for UNHCR; manual for IOM,"UNHCR: population type, country of origin/asylum, year, value; IOM: IDP/returnee/migrant counts by region",API ingestion from UNHCR for refugee data; manual ETL for IOM DTM spreadsheets; Data Gap Ticket if new events occur or updates missing,"Feeds Humanitarian Overview (displacement stats); IDP trends; maps; stakeholder pages (UNHCR, IOM)","Humanitarian Dashboard, IDP trends chart, Maps, Stakeholder Pages",UNHCR national; IOM subnational; data collection challenging in conflict zones; figures are estimates; IDP counts vary across sources and may require cross-checking,,"Humanitarian – Population/Movement;Humanitarian Dashboard, IDP trends chart, Maps, Stakeholder Pages",master,ACTIVE,True
SRC-180,180,ACLED (Armed Conflict Location & Event Data),,Conflict Events,T2,ACLED,https://api.acleddata.com/acled/read?country=Yemen&year=2023,https://api.acleddata.com/acled/read?country=Yemen&year=2023 (requires API key),REST API with token or bulk CSV downloads (license required),Weekly,WEEKLY,ACLED data © ACLED; non-commercial use with attribution; license required; show disclaimer,A–,Global NGO,"Detailed conflict events: battles, airstrikes, explosions, protests, strategic developments; dates & locations; covers 2015–present (some data 2011–2014); weekly updates",,Low – events added within 1–2 weeks,API key required; free for researchers,"Event ID, date, admin1/admin2 coordinates, event type, actors, fatalities, source info","Conditional API connector – automated weekly pulls if licensed; data stored as sensitive; filtered/aggregated for display; fallback to other sources (e.g. UCDP, GDELT) if license unavailable; Data Gap Ticket if no access",Feeds Conflict Timeline; allows correlation with economic indicators; informs AI Assistant; maps and heatmaps; stakeholder pages for security actors; sanctions/compliance,"Interactive Timeline, Maps, AI evidence, Conflict overview, Sanctions/Compliance",Highly granular (village-level events); fatalities are estimates; ACLED not official casualty count; sensitive data; display as overlay optional; fallback to UCDP or GDELT if ACLED not available,,"Conflict Events;Interactive Timeline, Maps, AI evidence, Conflict overview, Sanctions/Compliance",master,ACTIVE,True
SRC-181,181,UCDP (Uppsala Conflict Data Program),,Conflict Casualties,T2,Uppsala University,https://ucdpapi.pcr.uu.se/api/gedevents/22.1?Country=YR,https://ucdpapi.pcr.uu.se/api/gedevents/22.1?Country=YR,Open API and downloadable datasets (annual),Annual version releases (data up to previous year),ANNUAL,Free for research with attribution,B+,Global Academia,"Battle-related deaths, one-sided violence aggregated by conflict and year; Yemen civil war data 2010–present (with one-year lag)",,High – annual release covers up to previous year,,"Year, actor1, actor2, deaths, location (GED events), conflict type",API connector fetches annual entries; loads into time-series; stores version number; cross-check with ACLED; Data Gap Ticket if missing updates,Provides macro view of conflict fatalities; feeds dashboards; scenario modeling; AI Assistant reference; cross-check with ACLED,"Conflict Overview, Timeline, Research Hub",Annual national-level aggregates; slower updates; undercounts recent events; complementary to ACLED; flagged accordingly,,"Conflict Casualties;Conflict Overview, Timeline, Research Hub",master,ACTIVE,True
SRC-182,182,"Sanctions & Compliance Lists (UN, OFAC, EU/UK)",,Sanctions/AML,T1,"United Nations, OFAC (US Treasury), EU, UK (HM Treasury)",https://scsanctions.un.org/resources/xml/en/consolidated.xml,UN: https://scsanctions.un.org/resources/xml/en/consolidated.xml ; OFAC: CSV/XML on treas.gov ; EU & UK: PDF/CSV from respective sites,Downloadable XML/CSV/PDF; automated parsing,Ad‑hoc (whenever designations change); OFAC daily; EU/UK as needed,DAILY,Public domain (legal notices); informational use only (not legal advice),A,Global,"Lists of sanctioned individuals/entities related to Yemen (asset freeze, travel ban, terrorism sanctions, etc.) and global listings; includes local compliance lists if available",,None – updates available as soon as lists change,,"Name, alias, designation, DOB/nationality, sanction type, reason, sanctions program (e.g. 2140), dates",Automated import of CSV/XML; schedule daily for OFAC and weekly for UN/EU/UK; parse entries; filter those linked to Yemen; track updates (added/removed); update compliance database; manual fix if format changes,Sanctions & Compliance overview module – shows sanctioned entities; Stakeholder pages display warnings; AI compliance Q&A; timeline of sanctions events; compliance risk scoring,"Sanctions Dashboard, Stakeholder profiles, AI Compliance Q&A, Timeline",Lists are global (no subnational); not legal advice; show disclaimer; must update promptly; maintain reliability; note duplicates across lists,,"Sanctions/AML;Sanctions Dashboard, Stakeholder profiles, AI Compliance Q&A, Timeline",master,ACTIVE,True
SRC-183,183,UNCTADstat (Trade & Development),,Trade & Development,UNKNOWN,UNCTAD,,"UNCTADstat bulk download (no open API) – e.g. FDI inflows, external debt, current account",Manual/semi-automated CSV/Excel download; registration may be required for bulk files,Annual,ANNUAL,Free for use with attribution (public),B,Global,"FDI flows, balance of payments details, commodity price indices and development indicators; Yemen data 2010–present",,Moderate to high (6+ months after year‑end),Free login may be required,"Depends on dataset (year, value, indicator)","Custom ETL – periodic checks for new files, download CSVs, load into structured tables; validation on year‑over‑year consistency; Data Gap Ticket if updates missing","External sector enrichment – FDI trends, debt statistics; complement trade data","Macro Trends (external debt, FDI), Investment Dashboard, Research Hub","National, annual; gaps due to conflict; proxies used if missing; flagged with lower confidence",,"Trade & Development;Macro Trends (external debt, FDI), Investment Dashboard, Research Hub",master,PENDING_REVIEW,True
SRC-184,184,FAO – FAOSTAT & Food Security,,Agriculture/Food,T1,FAO,,FAOSTAT portal (bulk downloads); FAO Food Price Index; food security cluster bulletins,Bulk download (CSV/Excel) – no API; bulletins (PDF) for food price monitoring,Annual for production indices; periodic (monthly/quarterly) for price monitoring,MONTHLY,Open data (CC BY 4.0),B,Global,"Crop production volumes, livestock counts, food supply per capita (up to 2013) and patchy thereafter; food price monitoring via WFP",,High for production (published 1+ year later); moderate for price data,None for FAOSTAT,"Varies by dataset (year, item, value, unit)",Custom ETL – ingest historical series from FAOSTAT; parse PDF bulletins for food price monitoring; cross-validate with WFP; Data Gap alerts if bulletins are late,"Agricultural context – agriculture % of GDP, cereal production trends; food price data used for humanitarians and inflation proxy","Macro Trends (agriculture), Markets & Prices, Aid & Food Security, Research Hub",National totals; no governorate-level production data; significant data gaps post‑2015; proxies used and missing values flagged,,"Agriculture/Food;Macro Trends (agriculture), Markets & Prices, Aid & Food Security, Research Hub",master,PENDING_REVIEW,True
SRC-185,185,UNDP/UNICEF/WFP/OCHA Public Data & Reports,,Development & Humanitarian Analysis,T1,"UNDP, UNICEF, WFP, OCHA (various agencies)",,"Various: UNDP Yemen site, UNICEF Yemen site, WFP VAM DataViz, OCHA HDX datasets",Documents (PDFs) and small datasets; some via HDX; manual or semi-automated ingestion,"Occasional – e.g. UNDP bulletins quarterly, UNICEF updates annually, WFP VAM price bulletins monthly, OCHA HNO/HRP annually",MONTHLY,Public domain or CC BY (varies by agency); data on HDX open,A–,Global/UN,"Qualitative & quantitative insights: poverty, human development, recovery analyses; WFP price data; UNDP socio-economic updates; UNICEF child indicators; OCHA HNO people in need by governorate; etc. 2010–present",,Reports often 1–2 times per year; data may be a few months old,,"Various – summary tables (e.g. poverty rates, number of out‑of‑school children) and narrative analysis",Document ingestion with parsing; YETO captures key data points and stores metadata; manual entry if automated parsing fails; Data Gap if expected reports are overdue,"Enriches Evidence Base; feeds Scenario Simulator assumptions; informs dashboards (e.g. needs and aid coverage, malnutrition rates); used in Glossary; Research Hub and AI assistant","Humanitarian Overview, Poverty & Social Indicators, Research Hub, AI Assistant",Some reports include subnational data (needs by governorate); captured by YETO; data may be modelled or inconsistent; flagged with confidence rating and methodology notes,,"Development & Humanitarian Analysis;Humanitarian Overview, Poverty & Social Indicators, Research Hub, AI Assistant",master,PENDING_REVIEW,True
SRC-186,186,WFP Yemen Market & Price Monitoring,,Market Prices & Food Security,T1,World Food Programme (VAM),,WFP VAM DataViz platform and HDX (e.g. monthly bulletins like “Yemen Market and Trade Bulletin Oct 2025”),PDF bulletins and CSV/Excel datasets; WFP price API if available; manual ingestion,Monthly bulletins (4–6 week lag); possibly bi‑weekly raw price data,WEEKLY,Open; WFP data is public with attribution,A,Global (Yemen),"Retail prices of staple foods and fuel (petrol, diesel, gas) across various markets; exchange rates (market vs official); supply indicators (days of import cover); narrative analysis",,4–6 weeks – bulletins published after month end; raw data available sooner via partners,,"Commodity, market/city, unit, price (YER), date; cost of minimum food basket; fuel prices; exchange rates",Custom parser to extract tables from monthly PDFs; ingest any available CSV from HDX; manual QA; WFP global price API if available; Data Gap alert if bulletin is late,"Feeds Markets Dashboard (price trends, regional splits), Fuel Price Dashboard, FX Dashboard (market rates), Scenario Simulator (impact of shocks), AI assistant (inflation and purchasing power)","FX & Inflation Monitor, Food Security panel, Humanitarian Planning, Timeline",Subnational – data by region/market; YETO labels regime control (GoY vs DFA); no official CPI post‑2015; WFP price-based inflation is proxy; volatile; missing areas noted,,"Market Prices & Food Security;FX & Inflation Monitor, Food Security panel, Humanitarian Planning, Timeline",master,PENDING_REVIEW,True
SRC-187,187,Fuel Price Bulletins & Partner Feeds,,Market Prices,UNKNOWN,"Yemeni fuel companies, humanitarian clusters, partners",,"Varies – YPC announcements, Food Security Cluster Fuel Watch, partner data contributions","Manual ingestion – PDF bulletins, social media announcements, partner-provided files",Ad‑hoc (whenever price changes); clusters track monthly,MONTHLY,Public domain or partner data; provenance maintained,B,National/Partner,"Official pump prices for petrol, diesel, cooking gas in government-controlled and DFA areas; black‑market prices if monitored; 2010–2014 official data; 2015–present assembled from news/clusters",,N/A – updates as changes occur; YETO records time of last change,,"Region (GoY vs DFA), city, fuel type, price (YER per litre/cylinder), effective date",Custom pipeline; maintain dataset of fuel prices; ingest updates from WFP/clusters; use media monitoring; store multiple prices (official vs unofficial) with provenance; manual updates when automated data is sparse; Data Gap Ticket on conflicting or missing data,Supports inflation/cost of living analysis; macro dashboards; Fuel Subsidy Tracker; scenario modelling; stakeholder pages; sanctions/compliance (if tracking fuel import violations),"Markets & Prices, Fuel Subsidy Tracker (if implemented), Timeline, AI Assistant",Regional (north vs south and city‑level); official price may not reflect availability; multiple prices recorded (official and market); context noted; manual updates recommended when data scarce,,"Market Prices;Markets & Prices, Fuel Subsidy Tracker (if implemented), Timeline, AI Assistant",master,NEEDS_KEY,True
SRC-188,188,Yemen Data Project (Airstrikes),,Conflict – Air War,T2,Yemen Data Project,,Reports and requests (no open API),Manual ingestion from monthly reports and media releases,Monthly; annual summary,MONTHLY,Attribution required; data for advocacy; not for commercial use,A,NGO,"Counts of air strikes, targeted locations, civilian casualty estimates since March 2015",,Low – monthly data available within next month,None for summary info; full dataset may require contact,"Month, number of air strikes, location targeted, civilian casualties (if available)",Manual parsing of reports and bulletins; store monthly counts; integrate into conflict timeline; Data Gap Ticket if missing reports,Enhances Conflict Timeline (air war intensity); AI Assistant; Sanctions/Compliance (air strike patterns relevant to arms embargo); scenario modeling,"Conflict Timeline, AI evidence, Sanctions/Compliance, Research Hub",Monthly by broad region; covers only airstrikes; complementary to ACLED; flagged as specific context,,"Conflict – Air War;Conflict Timeline, AI evidence, Sanctions/Compliance, Research Hub",master,PENDING_REVIEW,True
SRC-189,189,Central Bank of Yemen – Aden & Sana’a,,Monetary & Financial Sector,T1,Central Bank of Yemen (CBY) – Aden (Government) & Sana’a (De facto),,Official websites (e.g. cby-aden.com); Sana’a releases via Ministry of Planning or news,"Manual ingestion – scrape CBY Aden auction data, bulletins; glean Sana’a data from reports/leaks/news; partner feeds",Aden: weekly FX auction results; monthly/quarterly bulletins; annual financial statements. Sana’a: irregular data via budget docs or news; circulars occasionally,WEEKLY,Government public data (no formal license),B–,National,"Exchange rates (official peg/auction rates in Aden; official rate in Sana’a; parallel market rates); monetary indicators (money supply, inflation if any, deposits, loans); banking sector (licensed banks, compliance); 2010–2014 unified; post‑2015 split data by regime",,Variable – auctions weekly; other stats months or absent,None (public reports); internal data may require partnerships,"Auction: date, amount sold, cut-off rate, weighted rate; FX rates; monetary aggregates; list of licensed banks; circulars and policy decisions",Custom ETL and document parsing – scheduled scraping of CBY Aden auction results; parse bulletins and financial statements; tag data by regime (Aden vs Sana’a); store parallel series; Data Gap for missing series; proxies used (e.g. WFP prices for inflation),"FX Dashboard (official vs parallel rates); Monetary module (money supply, inflation, banking sector); Public Finance context; Stakeholder Pages (CBY profile); timeline for monetary policy events","FX & Monetary, Banking Sector, Public Finance, Timeline, AI Assistant",National; effectively two monetary jurisdictions; YETO displays dual values; data quality low; proxies used; missing data flagged; contradictory series shown side-by-side,,"Monetary & Financial Sector;FX & Monetary, Banking Sector, Public Finance, Timeline, AI Assistant",master,NEEDS_KEY,True
SRC-190,190,Yemen Ministry of Finance / Ministry of Planning / CSO,,Public Finance & Economic Planning,T1,Government ministries (GoY and DFA),,"Official documents (budgets, fiscal statements) via government portals or leaked PDFs","Manual document ingestion (PDFs, Excel); partner-provided copies; speech extracts","GoY budgets irregular (e.g. 2019, 2021); execution reports rarely; Sana’a budgets undisclosed; MoPIC plans occasional; CSO yearbooks up to 2014 and limited later estimates",IRREGULAR,Government data; public domain,C+,National,"Government budgets (revenues, expenditures, deficit financing), public debt (domestic and external), donor funding, macro assumptions (oil production, exchange rate); MoPIC development plans; CSO data (GDP, population, CPI) up to 2014; partial estimates 2015–2017; dual budgets post‑2015",,Annual if published; many years missing,,"Budget lines by sector/ministry; revenue by type (oil, tax, grants); deficit & financing; population and CPI series; macro assumptions; development plan indicators",Document parsing and ETL – extract tables from PDFs; store data by regime and year; flag missing years; glean partial data from speeches and IMF reports; integrate CSO historical data; Data Gap Ticket when reports unavailable; proxies used,"Public Finance module – budget trends, revenues, expenditures, debt; Debt Tracker; scenario modelling (fiscal policy changes); Stakeholder pages for MoF/MoPIC; Research library","Public Finance Dashboard, Debt Tracker, Economic Plans, Research library, Stakeholder Pages",National; breakdown by sector if available; no unified budget after 2015; data politicized; off‑budget items (e.g. military aid) excluded; data rated low confidence; side‑by‑side comparison of GoY vs DFA budgets,,"Public Finance & Economic Planning;Public Finance Dashboard, Debt Tracker, Economic Plans, Research library, Stakeholder Pages",master,NEEDS_KEY,True
SRC-191,191,Social Fund for Development (SFD),,Development Projects (National),UNKNOWN,Social Fund for Development (Yemen),,"SFD website (annual reports, project catalogs); some data via IATI",Document ingestion; partner data sharing via CSV/excel; IATI feed if available,Annual reports; continuous updates in internal MIS (not public),ANNUAL,Public reports open; detailed data via partnership/MoU,A–,National,"Projects across Yemen (community development, cash-for-work, education, water, etc.); number of projects, beneficiaries, funding by donor; microfinance support data; 2010–present",,Annual summary available few months after year‑end; detailed updates require access,None for summary; partnership needed for raw data,"Project ID, location (district), sector, budget, donor source, status, outputs (e.g. classrooms built), outcome indicators, microfinance portfolios","Document ingestion & custom feed – parse annual reports for aggregates; if partnership, ingest CSV; link with IATI (activities listing SFD as implementer); Data Gap if no data available",Showcases community-level impact; Aid Tracker highlights SFD activities; Stakeholder page describes SFD role; contributes to Poverty & Resilience module; microfinance data used in Financial Sector analysis,"Aid Projects, Poverty & Resilience, Stakeholder Profile, Private Sector (microfinance data)",Subnational – data by district/village; funding sources must be merged to avoid double counting; security conditions may stall projects; missing details flagged,,"Development Projects (National);Aid Projects, Poverty & Resilience, Stakeholder Profile, Private Sector (microfinance data)",master,NEEDS_KEY,True
SRC-192,192,Yemen Microfinance Network (YMN),,Financial Inclusion,UNKNOWN,Yemen Microfinance Network,,"YMN publications (quarterly bulletins, conference papers)",PDF reports; partner data sharing (no API),Quarterly/Annual,QUARTERLY,Shared within development community; open if obtained,B,National NGO,"Microfinance sector indicators: number of active borrowers, total loan portfolio, number of MFIs and branches, portfolio at risk, savings accounts; includes Microfinance Bank stats; 2010–present (disrupted by conflict)",,Unknown – likely annual consolidation,Partner contact may be needed for data,"MFI name, active clients, outstanding loans, portfolio quality, geographic coverage, savings accounts; microfinance bank metrics",Manual/partner ETL – import baseline dataset (e.g. banks_microfinance_money_exchangers.xlsx); request quarterly data from network; search for publications; use SFD data for microfinance; Data Gap when updates missing,Feeds Financial Sector module – microfinance outreach and resilience; Stakeholder pages for MFIs; AI Assistant uses microfinance stats; scenario modelling for financial inclusion,"Finance Dashboard, Maps (branch coverage), Research Hub",National; governorate-level if provided; conflict impacts MFIs; data may be outdated; flagged with caveats; north vs south splits after 2015,,"Financial Inclusion;Finance Dashboard, Maps (branch coverage), Research Hub",master,NEEDS_KEY,True
SRC-193,193,Association of Yemeni Banks,,Banking Sector,UNKNOWN,Association of Yemeni Banks (AYB),,N/A – statements or annual meeting documents,Manual – outreach and available documents,Ad hoc,IRREGULAR,,C,National NGO,"Possible aggregated insights: number of banks, sector issues; qualitative information",,,,N/A (qualitative; uses other sources for quantitative figures),Maintain stakeholder profile; rely on other sources for quantitative data; document statements,Stakeholder page for AYB; potential channel for data requests; context for banking sector,"Stakeholder Map, Compliance",Not a data source; used for qualitative context and stakeholder engagement,,"Banking Sector;Stakeholder Map, Compliance",master,PENDING_REVIEW,True
